__event__,mu1_px,mu1_py,mu1_pz,mu1_E,mu1_muonID,mu2_px,mu2_py,mu2_pz,mu2_E,mu2_muonID,K_px,K_py,K_pz,K_E,K_kaonID,Mbc,deltaE,jpsi_InvM,InvM
40,0.11161526649104432,-2.037974414941309,0.8375460450209959,2.208720161620889,0.0,0.6700588488611151,0.9184439414231974,-0.3962200942522936,1.2085827190202636,0.0,-0.6267763512155594,1.3420436195254428,1.6578595216096539,2.277310880155108,0.0,5.2817067419120045,0.004802878334069227,3.1014234601984225,5.286637950505519
45,1.515918403207111,1.0477600296721883,0.6679623572936877,1.9629434752109034,0.0,-1.4553476629813333,0.46233682405952764,1.3029351694221305,2.0101233558900837,0.0,0.18408421640144326,-1.6046997718021616,0.04963246148788808,1.689712614000496,0.0,5.28123271993352,0.0012235971518599342,3.1010903987724037,5.283533273362029
48,1.7553813248108234,1.3561176926492842,0.7915766440307264,2.3575784327010254,0.0,-0.10631061124766904,-1.205112829995379,-0.10144470026272538,1.2186277517953443,0.0,-1.37766790398309,0.16862582270992396,1.6058244481762562,2.179172471476119,0.0,5.275612705978797,-0.014637069631963762,3.093659950179442,5.26090718981431
57,0.193350514257476,1.4365994349385276,0.347967795824691,1.494472360370535,0.0,1.1262130405015718,-1.4936940495750057,-0.2309150707374573,1.8878461768312367,0.0,-1.0095601560118286,0.3117720847357909,2.0308784710458907,2.3419218359957754,0.0,5.276874724360994,0.014055768771638277,3.111570275050776,5.2907803494202925
58,-1.5967692560233726,0.07936596049841042,0.11827537185081856,1.6065876158506813,0.0,0.8916013492413467,-1.4463157623665326,1.2206382022995388,2.0947323367206088,0.0,1.0338033151657926,1.4359758873186534,0.6883198175796656,1.961702626549264,0.0,5.2787361890186215,-0.0019444410683151503,3.088894024513565,5.277062030615881
60,-1.1888566838121384,1.3463583050975758,0.9379463474886435,2.0290312817372618,0.0,1.1100353668077176,-0.22700121930104433,-0.6033482187850746,1.287983242666722,0.0,0.4391726167271766,-1.2031544195955108,2.1340212526657925,2.5373641504193842,0.0,5.277366591254827,0.017931436520050248,3.1034587739871524,5.29554463353775
62,1.409938368406285,-0.6706763513389394,1.985314791142747,2.527918408895096,0.0,-1.3241826900067215,-0.7302789757167538,0.20277311776206602,1.5293945884974727,0.0,0.13232009840744807,1.615465290152273,0.02606203149615274,1.694589307751005,0.0,5.282659239318863,0.015420150879132954,3.1151292424122214,5.299844205317801
63,0.4787815575755988,1.1784488993225348,-0.1723390676318335,1.2879588633074726,0.0,-1.4374183704264334,-1.2710419935509125,0.33789436383457205,1.9511677563119703,0.0,1.23091872903337,-0.16392790850525069,2.164327166828574,2.5436317229648706,0.0,5.278450851091849,0.004150313314406517,3.0881992619931293,5.279394026823923
64,0.14586558409853245,1.4061631822787048,0.1778161068506557,1.4287595748855582,0.0,1.2198752282030483,-1.5337416895177205,0.4304316144301086,2.0092023811453337,0.0,-1.5627151559343813,0.09280223991969075,1.5743216348242068,2.2744002516104533,0.0,5.280646808737983,-0.005123918759402102,3.0932334019237855,5.27517437780614
79,1.6892385034914734,-0.2989953722962033,-0.08459082100919704,1.7208266189487904,0.0,-0.3790283338254664,1.2175099604055457,1.7062139827594176,2.1326797292711426,0.0,-1.5393654343398049,-0.7852676465573827,0.687266998072758,1.9241476357439122,0.0,5.277270777302668,0.013313865655215196,3.1079784040080844,5.289616706863102
85,2.3290935947061544,0.303178242798906,0.08850745517718664,2.352783730090989,0.0,-1.0050141400444252,0.13271669245372716,0.27515854882054375,1.0557192146992387,0.0,-0.9803206608012006,-0.46561493183853997,2.1206546558441683,2.432841756552871,0.0,5.277863176137525,-0.0008567700499009234,3.0890853930158317,5.275453098307129
86,1.018454732304188,0.6867684214596412,-1.1120453282050482,1.6603341258917412,0.0,0.5279224424724624,-0.7859136969558649,1.5663143766103749,1.833266718689981,0.0,-1.427023892857826,-0.11785635701070646,1.5213249047322746,2.146726288505967,0.0,5.278236561157443,-0.002037082583789207,3.098027491905068,5.277213638479673
89,0.4346263360771877,-1.0868822801967546,2.6909180773625674,2.9363952276976084,0.0,-0.21903436662249456,1.4767809369082405,0.6055706875043636,1.6145394198014686,0.0,-0.05412469299551338,-0.6592341780836939,-0.9265072990480642,1.240827119087861,0.0,5.279603135014898,-0.014921643823514685,3.10574743485604,5.2753273744985085
90,-0.11582151298203636,1.473210897898982,1.2416897887761589,1.933060318577724,0.0,-1.3553401124222162,-1.3738911723134466,1.3726756267572373,2.3706382771620627,0.0,1.3212710748416665,-0.29400321671985,-0.264242255932618,1.4648331286546705,0.0,5.278827414464331,-0.016642764927284226,3.0842720601599076,5.26236739036578
97,0.13614670115627778,0.8349651392887131,-1.0042590652149803,1.3173468295330124,0.0,1.3167405870124704,-0.010333066569818807,1.826142748288644,2.2538574875153357,0.0,-1.1661954286687504,-0.6801557818918026,1.7603699484708417,2.272717096626189,0.0,5.276284378735442,0.004658771165590991,3.0474756698164187,5.232620572014016
109,1.20334440845741,0.4097917633463537,0.09816889778975038,1.2793622936121494,0.0,-1.6522584580813438,1.0647587592709877,1.8659004767144354,2.712271650830692,0.0,0.45081713275449914,-1.650880581350562,0.46525080832189647,1.8408742694813611,0.0,5.2825830106586755,0.019453816269243696,3.1144421604618406,5.299571643394291
114,-0.4576997168658388,1.1398534227578117,-0.24865779321528206,1.2576761290052056,0.0,1.7723700039430912,-0.22849155690786457,1.832139686185282,2.561523637076491,0.0,-1.5383916656595327,-0.7882004910975393,0.8103779825031484,1.9718870114669316,0.0,5.276241711815561,-0.00948549471747473,3.0854389531516175,5.266963165072695
117,-0.9603574274494765,0.821370521210793,-0.7308600479135049,1.4636447732830034,0.0,-0.5088220372734604,-0.8424530012996455,1.9086390864988845,2.1500450643361524,0.0,1.7638727508463943,0.009394133476005883,1.057227514332214,2.114895346893615,0.0,5.284658542632302,-0.020096029769251622,3.0842597180280693,5.2663510302961996
119,-0.08517516080030922,-1.5903806347886804,2.5630312477434183,3.019413558886633,0.0,-0.8251981607644435,0.31180499074555496,-0.4983405638218226,1.0186664642973995,0.0,1.216358584944167,1.1136595426907538,0.28462481642824833,1.7448478588832235,0.0,5.2807407529952455,-0.008321565919500173,3.0950940843871284,5.272774152864525
130,-0.3018560862999733,-1.266643246159621,-1.0345167793323464,1.6664005724162925,0.0,0.9601243041767933,-0.06712929460923112,1.5022655185381049,1.7872633832217686,0.0,-0.5413583062280796,1.0430930231605926,1.967600123239952,2.3444144462938534,0.0,5.277593371373343,-0.021416483158862576,3.081678049094233,5.252487654791302
132,0.8984204410426133,-0.3943793518006569,-0.588522594972678,1.1490069181490343,0.0,-0.3816730614657641,-1.2907927109228998,2.6621755953071524,2.9849895711409755,0.0,-0.5917962527053621,1.4191036880790115,0.17052594407734878,1.6238454853119593,0.0,5.279455073391814,0.015448613162113212,3.111761152849372,5.295279063147012
138,1.8606906120455422,-0.07249893660453682,-0.6026467751307268,1.960043998559656,0.0,-0.9573551824843743,-0.45773268795827526,0.7648009037508686,1.3123003743748607,0.0,-0.8035757413575685,0.8444537745961951,2.1640333494686805,2.507108587091864,0.0,5.27894048084505,0.0013702305942508985,3.0959301122054836,5.280363697604397
140,0.7243954986804919,-0.47633178718432073,-0.3873808242602143,0.9554414708114504,0.0,-1.594068802038509,-0.7742689790303977,2.576765135510864,3.1291260844294273,0.0,0.6343653334713738,1.438227936528164,0.0461999460895945,1.6482628398007368,0.0,5.275487731219273,-0.004091514768176374,3.0935343088360074,5.2703826778435605
151,-1.2994038647000503,0.29743650213934486,0.5958721739513085,1.4639488431099055,0.0,1.3483171780196428,-0.6553686767411095,2.5255247649441577,2.938861402736363,0.0,0.08799681078706227,0.6780838971174272,-0.9706315149799336,1.2858396978005824,0.0,5.278413491386993,-0.03397539836551733,3.08400895863612,5.254874381479553
154,-1.1247440012923824,0.9386652312591093,0.39616761181977694,1.521267219335235,0.0,0.0006814397089171502,-1.573605076337302,2.2757242593571494,2.768811657807787,0.0,0.9584218480507581,0.7953439174077047,-0.5008034685034285,1.4302676253668503,0.0,5.27973263978555,0.00743555296052012,3.098242300341581,5.2873029934129985
157,1.6415662856579067,-0.4806453824846373,2.0259502759452763,2.6535632771174495,0.0,-1.078004333554969,0.926271239062034,1.0658321417836187,1.7796723285725722,0.0,-0.5213840490896466,-0.14494837120029536,-0.9422505809497135,1.1934841827974958,0.0,5.276561034531807,-0.015469180658041815,3.094878824618474,5.191079130114897
164,1.312980443089785,-0.09431252864986925,0.6748068600700686,1.4830173588145428,0.0,-1.3187020987559466,1.3390370830374902,-0.19906345395496045,1.8928247369644198,0.0,-0.06166108500216079,-1.4912081191887636,1.7902126713328022,2.38245296555203,0.0,5.280691389531323,0.006406515653782918,3.1017101917381433,5.287542953676001
168,-1.192524117283823,0.5195434797665056,0.7802029851570604,1.5204997819370105,0.0,0.6113256056622394,-1.7736126552210676,-0.2663439185924695,1.8977680630205784,0.0,0.8952647030512006,1.2981344335721077,1.5088849111032536,2.237655592677078,0.0,5.279722569401885,-0.0076606125362106425,3.0838324715917915,5.272323720488106
169,1.8091899922833157,0.4993272071690332,0.14493108843125146,1.8853818710124097,0.0,-1.305369301541954,0.616939370939934,0.12373715828458907,1.452954843178305,0.0,-0.1855187452733251,-1.0577874538250371,2.1774881279311256,2.4776002562817596,0.0,5.27983632038046,-0.012892457178363514,3.0939332618364745,5.266564905022704
171,-0.7860124788509926,1.2392439803698247,2.041666110498299,2.516566203718996,0.0,1.6015981036095057,-0.3755868520034544,0.6965850970577668,1.7895743788614835,0.0,-0.702149433192774,-0.6418168488812107,-0.7967512006470877,1.3354670157298218,0.0,5.276285700846662,0.01271503799673912,3.1038272333642407,5.291146675090945
172,1.7384635923031055,0.8930674795966521,0.4641641180262177,2.0115758013285627,0.0,-0.5178628956964465,-1.241661959216348,-0.14260149826417326,1.3569838901631561,0.0,-1.0423405169027384,0.653586437814123,2.0468708037912013,2.438656608178663,0.0,5.278139528536835,0.012716776160624832,3.1036120416277173,5.290509189399625
183,-1.5407881347586692,-0.12924318133091034,-0.014428244046431303,1.5498721694097723,0.0,1.3226702407151305,-1.087269280986503,0.6286507078849405,1.8270129881108186,0.0,0.14995733309711112,1.5555741868748705,1.7751441386177893,2.4160198562551396,0.0,5.273782184414792,-0.008646060514386988,3.0819808801034854,5.26583963129965
193,-1.8498492096480008,-0.7692790102045083,0.13260979566838285,2.010592286624722,0.0,0.7189125008560018,1.087316293230902,0.1760361338847378,1.319562168674353,0.0,1.0436853496601441,-0.2301388823486495,2.2564444185943437,2.5450935952924145,0.0,5.277099490250661,0.004871920053604484,3.100725855929621,5.2842702649758335
197,2.3910241837488204,-0.20144629276775336,0.5013573208083163,2.453589230172959,0.0,-0.5625596138712569,0.9743484403049941,1.015125060877041,1.5190361360597797,0.0,-1.4228706191741327,-0.5893807751692909,0.7156993119724409,1.768579368457904,0.0,5.27590368586203,-0.005104130979153965,3.088911308779921,5.270731462061999
201,-0.28629090498889803,1.1253282408279086,-0.2240183271728298,1.1872969443001895,0.0,-1.134490171376571,-1.5432661327588604,1.6503013961328339,2.5304933698193257,0.0,1.679846256518503,0.6235350167973126,0.8660674378584571,2.0504802242302573,0.0,5.28183553349283,0.00035046093046453564,3.097481312048389,5.282867517945352
203,0.7140939733959275,0.2403400009023231,-0.5157805618046574,0.9191772396881339,0.0,-2.0742941262332324,-0.6686849576842556,1.421046518334099,2.603914859049621,0.0,1.6360860855817712,0.21430875858957227,1.491250487353147,2.2782122200976986,0.0,5.279206932075066,-0.00524232540537195,3.091770953087905,5.271614192248549
8,-1.1035888370888425,1.0516587525507108,0.6738315611809624,1.6700620099739563,0.0,1.951570194682231,0.3114895016132032,0.875699665212562,2.1641777951896035,0.0,-0.6665177376828143,-1.5825782962119694,0.5024507419052048,1.8560640308612975,0.0,5.2784873684727165,0.016818602293932727,3.118188948135764,5.299797086620566
12,0.564790510254319,1.1316184179037971,1.1481230771771676,1.7114025989550945,0.0,0.38016754834750177,-2.05760919592599,1.6354134078816775,2.657823108072839,0.0,-0.5706060064953925,0.8529273442389913,-0.6772919980300256,1.3249595088619512,0.0,5.277718946291704,-0.0005813317866545376,3.097039434976785,5.276552066401615
16,0.4188953547333871,0.9565790314300612,0.9716252450155685,1.4302923021157266,0.0,0.8108552606421103,-2.192391730853101,0.37099708101864814,2.3691496956713087,0.0,-0.8639085888884962,1.4130879755118615,0.9745892309180749,1.984111092112034,0.0,5.2769612805288295,0.005784593778620284,3.097354545432397,5.283441116559483
18,0.5214233881784907,-1.5047795022874477,2.4296166397155416,2.90696481013749,0.0,0.8031041081016953,1.0642508597370717,0.1467206460398648,1.3454726827499426,0.0,-1.280551828929663,0.059364799804446484,-0.4314331833702313,1.4398571936386253,0.0,5.272913813839634,-0.014653006060010298,3.081764469850297,5.258743714566081
21,1.227977089643663,0.5695668137308583,-0.1424915626050792,1.3652112014475772,0.0,-0.28879290161019233,-1.811462758914052,1.4556929009071449,2.344142525499561,0.0,-0.8693983886271395,1.5130229091676473,0.8972261906292088,2.0233199695781185,0.0,5.280570371535765,4.0001725793104015e-05,3.100070134526595,5.281967243535038
25,-1.1072337144946998,1.2193552093163387,2.595389396151123,3.075711858059101,0.0,-0.3594363287092377,-1.0503340140119668,-0.16406357776301272,1.127154188248406,0.0,1.3317568925750898,-0.07659537076809982,-0.33918613513059404,1.462261086926063,0.0,5.2803528598781595,-0.017990051893458592,3.0940343546815905,5.262116768961379
27,-0.2871044190135692,1.1995504264974597,0.2598299441767745,1.2649211296240248,0.0,1.0367591793393713,-1.6070800697147147,-0.3553429328996866,1.9480780881503459,0.0,-0.6093783705791929,0.7221904998343303,2.2905488431795296,2.5265059073552143,0.0,5.277092386847372,0.005283670524236506,3.09615545033256,5.291979569011141
33,0.8821258553065061,0.07083990792411798,2.0318211527765087,2.2186989893124416,0.0,-1.7775295933593827,-0.9759188435758981,0.9070379701346796,2.223940335290492,0.0,0.67819392827804,0.8845669129666557,-0.5564495133094518,1.340059203565232,0.0,5.277725189319712,-0.010008010483257834,3.078836710563012,5.264610705001701
36,-1.4472788272077468,1.0469365349286048,0.5729182914626256,1.8788536855475617,0.0,0.44946337242636314,-1.2693105856928146,-0.4617042810526926,1.4274106698487847,0.0,0.956854505884462,0.10561884394461145,2.273359494396155,2.5176588841059733,0.0,5.283365942056855,0.026036732520830164,3.1422809440594417,5.311928230138091
37,-0.7402286447853955,1.1171635496981127,0.19110510120985394,1.3578209359832378,0.0,-0.5985704252550926,-2.031056687329397,0.8671377581710553,2.2905391077064166,0.0,1.5010844759161814,0.7784810972398276,1.0214322857588458,2.036253500258704,0.0,5.283103473390096,0.002493887046601806,3.0924212911583804,5.286313409275489
38,1.0205062361680144,0.396286403289389,2.900967606074387,3.1024591269078576,0.0,0.318719331201549,0.808236508169784,-0.6745727463767871,1.1050069441073327,0.0,-0.9657738755484532,-1.1826820143123113,0.30152580444884236,1.6328168044049602,0.0,5.2726378829425915,-0.012558506435551564,3.082456180212412,5.251531013884907
40,-1.1362805220001426,0.5914534671119236,0.2969741134194257,1.3192073163941833,0.0,2.0553551057343147,0.5381351340497976,0.06447443717675486,2.1282374579372543,0.0,-0.44776529406595555,-1.101418412850614,1.967288516382137,2.351075789028156,0.0,5.273337754549,0.014405591057927936,3.103797982955144,5.289319274778961
44,-0.5586472705657091,-1.056609822214653,0.9783602775669525,1.5481807430603634,0.0,1.3150556704014285,1.5043547836532527,2.2796666866085173,3.033232372328089,0.0,-0.4190725154597464,-0.4933602468713643,-0.867611941637155,1.1897451693565,0.0,5.279227045028118,-0.044774085656269946,3.0987057325153042,5.241784783301448
51,1.2378688734733818,-0.25260317784673686,0.42737118179575195,1.3378854702675727,0.0,-1.8131887399925108,-0.6780122492263487,-0.11683404826678088,1.9422069670666056,0.0,0.8472810102144416,1.1396576972320978,1.914582193063038,2.434347290641466,0.0,5.280277412251664,-0.027744570852574313,3.0766109705711044,5.2522379851544985
53,-1.462086284096037,-1.750093872552077,0.9796184348332378,2.4842183547148715,0.0,0.1160312937606282,1.0833697184206266,-0.01930468225231222,1.094846824825497,0.0,1.3511307035865274,0.8024023850182403,1.6126997299120696,2.3051943876481755,0.0,5.276957613116471,0.01374596201702083,3.1034045693871612,5.29014914040782
57,-1.648400120984779,-0.15670706552703018,1.1996794985706818,2.0474800740643575,0.0,0.7044069853385804,-1.0135476610627494,-0.7108479485021668,1.428263476841844,0.0,0.7845859354146585,1.0989828259565941,1.737394583854965,2.2551264403876785,0.0,5.281108691068134,-0.009667898710527645,3.095354225621165,5.277906565906913
58,1.0376497086681944,-1.1090569591118136,0.38623006896300943,1.5706882611695292,0.0,0.6958984665086023,1.9611062012635516,1.257620990423739,2.4337186474670456,0.0,-1.375593029960931,-0.7456027773909583,0.6092517105946053,1.750166938586619,0.0,5.279701669046418,0.0024795309666147958,3.098685398322851,5.281967941515826
61,1.630255783525751,-0.8669811223614511,2.4796888556889147,3.0934464111132,0.0,-1.1498675916668986,-0.44117167849198097,0.2474426441109447,1.2606424876010398,0.0,-0.5549475005480444,1.2705177506102003,-0.2203511753191808,1.4881040634894018,0.0,5.279576780673101,-0.0032792657511251377,3.094964839129494,5.276390387840848
66,-0.8064813123212587,-0.4415895876711918,2.407498377008973,2.579268422928278,0.0,-0.23204715494006936,-0.7508672445218173,-0.8808974576227998,1.1852390151395356,0.0,1.042579178638861,1.343577943228786,0.5309124500767329,1.8487179458310172,0.0,5.282949424614732,-0.06313312764343593,3.056224993393195,5.220352856509244
72,0.9049275132961555,1.8773582591840254,1.7793123936175324,2.742350109464298,0.0,0.3088747939767457,-0.950868133018338,-0.25437707568341106,1.037027112725727,0.0,-1.3834985571520915,-1.0966769426893552,0.720984354903105,1.9698487237888185,0.0,5.278597947521558,0.008667685650360468,3.102670538214204,5.286935164283512
75,-1.0246356748757004,-1.334855945952628,0.7742271895081999,1.8553463544033741,0.0,-0.5575129549334071,1.6553672675345408,0.1990815723409523,1.76120942790463,0.0,1.4989791008798343,-0.483519739367589,1.4085701254655327,2.1699116253699375,0.0,5.281427776530814,-0.01046260576891278,3.0864581621308442,5.270329127433345
77,1.673737780032122,1.1897168266975868,1.5971759051863905,2.6036433794383695,0.0,-0.6536037225402426,-0.937540654719155,1.522102824235857,1.9063423103072314,0.0,-0.8019595146379548,-0.022891690962161128,-0.8101528402489274,1.2424683889443044,0.0,5.2806765630201316,-0.021680034872270326,3.083148522681886,5.259134344262489
79,-1.7561843933840995,0.7246684432505094,1.224521203725013,2.2627292913055697,0.0,0.956753245774255,0.42286839797476017,-0.5873798110907066,1.2043144061802646,0.0,1.152900813933035,-1.030927284244369,1.6504608288731597,2.3151089132350995,0.0,5.279604738553176,0.017225294896902277,3.1078146476793305,5.297322559183186
81,0.6656052949148,-0.6897130280273551,-1.1255477121480524,1.482145678778592,0.0,0.8532982186170472,-0.18957441175403372,1.9930205831565089,2.1788416747261565,0.0,-1.3126660098365903,0.8009669755488824,1.1565743767288768,1.9864595184737666,0.0,5.281572886498182,-0.007516922544900773,3.093558620005341,5.267658009751467
91,-0.6777080059481532,-0.012705190130863067,-0.9222050723865541,1.1493804634971962,0.0,0.22592998067295061,1.5013740269881028,1.8751739002796828,2.4150795375147642,0.0,0.7709044015826845,-1.4311441092711625,1.372548945314965,2.1840500556295246,0.0,5.281607843991915,-0.040026771378959936,3.062186673265811,5.247111988462089
97,0.50624721993129,1.0149358703720819,0.043681062111995135,1.139935434572671,0.0,0.032326436790378284,-2.204854301233718,0.6001187640178907,2.287735498317453,0.0,-0.6172214040021131,1.4695880123373954,1.6507225717596696,2.3471798347825787,0.0,5.2775297685770495,0.014239772757880687,3.1029795926232278,5.291471233174953
105,1.2037415943238885,1.5583295258125844,0.8887178729241212,2.1629535098403116,0.0,0.7037915432530806,-1.4964118443803303,0.43592121918920024,1.713406532276199,0.0,-1.5479881400470694,-0.26177372031246615,0.8623519445170373,1.8579990901273147,0.0,5.276633858003888,0.007597100014162805,3.1030600995685744,5.2849531522730615
106,-0.8829085136793297,0.39278314136078346,1.0339948599469748,1.4191952301260422,0.0,1.8087530876933728,0.7578381253801806,-0.576972411903018,2.0469409399805114,0.0,-0.6404383302299718,-1.0648302131290763,1.9301452584245264,2.3480209404023533,0.0,5.2818053695687235,0.009541698377785401,3.102275448279377,5.2931121675253126
114,0.046975442951655906,-1.0856298590678228,1.3266313961611569,1.7181133360671184,0.0,-0.9008975093057637,1.9666206554324845,1.4280834345448936,2.5941856355742203,0.0,0.8607369315750939,-1.0627805844099336,-0.32136815385904416,1.489081967730386,0.0,5.280890306981654,-0.017537089030872366,3.082554288836025,5.263245271176107
120,2.127494288143865,-0.39649996744177496,1.654159875229838,2.725959052193842,0.0,-0.5937853466678901,1.1833620023495435,0.5114533684565294,1.4232620650389072,0.0,-1.4669374464674023,-0.5607298002647225,0.2655580990872353,1.66750156373931,0.0,5.280076047940706,-0.0015013502523890665,3.09107427593027,5.279022109190378
123,-1.8294041188394363,-0.6942890591507017,0.6309165154505142,2.058634515474356,0.0,0.2442439839493338,1.5987904986389256,0.8378595270610818,1.8245433566982243,0.0,1.4778772458145504,-0.6402286046007496,0.890411568938884,1.905403779327266,0.0,5.2764216180081,0.0014450593336645667,3.0969197304085334,5.278310487316126
133,0.7198132999331588,1.4997297383307386,2.281332302628558,2.8254134637185095,0.0,-1.1023958265510352,-0.11341300894016745,-0.2490400462133079,1.1407557603461778,0.0,0.5277749644358853,-1.6299741825425966,0.3381042721181877,1.8147709849990097,0.0,5.280285443196725,-0.015648943240922364,3.087400692260564,5.264982450095156
134,-0.34142005932410086,-1.7341964405848154,1.9692541540584547,2.6482315921900508,0.0,-0.07539696873504614,1.3585280512584699,1.115271311553234,1.76246332117162,0.0,0.3592901779153032,0.69803053341153,-0.917531336539476,1.304575329899394,0.0,5.275350727882831,-0.003720335872101188,3.102429547488291,5.278373206551929
141,0.5451646676842079,1.4676542165256796,1.6283944996394297,2.2614256016468564,0.0,0.964082250385693,-1.2731826280704137,0.10757449127859414,1.6041148812519423,0.0,-1.7177229152413767,-0.23762988094367438,0.4906286217574188,1.8685484737301365,0.0,5.279125094636908,0.0012292098799688844,3.100511156096802,5.279840372033494
143,-1.033774324993331,1.0176630020734465,1.3274094691490597,1.9691386265934152,0.0,-0.22011060068374363,-1.2713830040746115,-0.6642542480827051,1.4550810344548235,0.0,1.5623684858575593,0.22690068357301907,1.7201509335886365,2.3864440953983403,0.0,5.281603313979677,0.0090111071481207,3.1062685321179293,5.290348162543079
148,-0.12980401306644385,-1.618547767656997,-0.2568607791413103,1.647327262266894,0.0,1.2639783517688272,0.46730641956245816,1.6147396935396943,2.10584057624224,0.0,-1.0081560849399613,1.400408088593564,0.6546057230771215,1.9104311396158908,0.0,5.276960567754777,0.009771137072496217,3.1033410392217724,5.286614635481924
151,-0.869241968746091,-0.7197786443589613,0.6074855242523735,1.2860269244584432,0.0,1.2332003655571129,1.5664212518193774,2.608550239436639,3.284837396672412,0.0,-0.12830862474390975,-0.5657025063581638,-0.9299992802156585,1.2021223192396957,0.0,5.278044077618217,0.010239636917892092,3.1145858776864133,5.288379126976716
154,1.2092509315795799,-0.49250101829150145,2.9315324750180953,3.210901962343451,0.0,-1.0271084225071052,-0.627473797421094,-0.0049393560327306634,1.2082479738961525,0.0,-0.12595873352478956,1.245077292634819,-0.46702312339653534,1.4240472763578025,0.0,5.2827163778892015,0.015766525837831225,3.1106943587296274,5.2985528076766775
155,0.34443217608275556,1.0342847121335648,0.008905559782997476,1.0952722902641236,0.0,-1.0263149767290944,-1.9410885608356385,0.10529132352975762,2.200771952390142,0.0,0.42742621561123034,0.9894409458402201,2.1571851864679807,2.4614734335643,0.0,5.275792659218818,0.00866616072708748,3.092508584876976,5.283772917296567
7,-0.31248018285753626,-0.9744517221842522,-0.8255217925571059,1.3190337162803265,0.0,0.7630174587403412,-0.5588719547869387,2.22198819717504,2.4172150801544707,0.0,-0.06295064666829042,1.740653868607867,0.9745416115640436,2.056036723216376,0.0,5.273910132876555,-0.006896277420029406,3.0749587500182143,5.266467822445277
